machine_id;abs_event_time;event_type;censor_status;event_cost;fixed_cov_1;fixed_cov_2;fixed_cov_3;fixed_cov_4;dynamic_cov_1_at_failure;event_type_label
1;55.0;-2;1;34.49264383039532;1.0;0.0;1.0;1.0;1.0;PM
1;56.0;-2;1;49.57662412871506;1.0;0.0;1.0;1.0;1.0;PM
1;56.0;1;1;65.686266477908;1.0;0.0;1.0;1.0;1.0;Minor_1
1;57.0;-2;1;80.47031491787845;1.0;0.0;1.0;1.0;1.0;PM
1;57.0;3;1;70.14059577558683;1.0;0.0;1.0;1.0;1.0;Minor_3 (combo 1&2)
1;58.0;2;1;36.48114331846959;1.0;0.0;1.0;1.0;1.0;Minor_2
1;58.0;-2;1;55.8798532863549;1.0;0.0;1.0;1.0;1.0;PM
1;59.0;-2;1;59.06668939980901;1.0;0.0;1.0;1.0;1.0;PM
1;59.0;2;1;54.10452825749734;1.0;0.0;1.0;1.0;1.0;Minor_2
1;60.0;-2;1;53.426451806484565;1.0;0.0;1.0;1.0;1.0;PM
1;60.0;1;1;67.14687381253741;1.0;0.0;1.0;1.0;1.0;Minor_1
1;61.0;-2;1;36.92397171486405;1.0;0.0;1.0;1.0;1.0;PM
1;61.0;1;1;56.82024137618886;1.0;0.0;1.0;1.0;1.0;Minor_1
1;62.0;1;1;65.08649742445286;1.0;0.0;1.0;1.0;1.0;Minor_1
1;62.0;-2;1;46.82751329754086;1.0;0.0;1.0;1.0;1.0;PM
1;63.0;-2;1;46.0564415292188;1.0;0.0;1.0;1.0;1.0;PM
1;63.0;2;1;48.23149508066021;1.0;0.0;1.0;1.0;1.0;Minor_2
1;64.0;1;1;73.47415138530597;1.0;0.0;1.0;1.0;1.0;Minor_1
1;64.0;-2;1;49.65002202524475;1.0;0.0;1.0;1.0;1.0;PM
1;65.0;1;1;39.66073103317362;1.0;0.0;1.0;1.0;1.0;Minor_1
1;65.0;-2;1;36.15231946287402;1.0;0.0;1.0;1.0;1.0;PM
1;66.0;-2;1;41.78076464250598;1.0;0.0;1.0;1.0;1.0;PM
1;66.0;2;1;33.86535263945641;1.0;0.0;1.0;1.0;1.0;Minor_2
1;67.0;3;1;135.86041286738373;1.0;0.0;1.0;1.0;1.0;Minor_3 (combo 1&2)
1;67.0;-2;1;44.82969645152296;1.0;0.0;1.0;1.0;1.0;PM
1;68.0;-2;1;57.94472704679769;1.0;0.0;1.0;1.0;1.0;PM
1;68.0;2;1;45.25511442354316;1.0;0.0;1.0;1.0;1.0;Minor_2
1;69.0;-2;1;44.167679692119314;1.0;0.0;1.0;1.0;1.0;PM
1;69.0;2;1;39.35152571259604;1.0;0.0;1.0;1.0;1.0;Minor_2
1;70.0;2;1;59.97088588252241;1.0;0.0;1.0;1.0;1.0;Minor_2
1;70.0;-2;1;32.587850965181865;1.0;0.0;1.0;1.0;1.0;PM
1;71.0;2;1;35.66227663148959;1.0;0.0;1.0;1.0;1.0;Minor_2
1;71.0;-2;1;44.15984399540474;1.0;0.0;1.0;1.0;1.0;PM
1;72.0;2;1;47.93559226143514;1.0;0.0;1.0;1.0;1.0;Minor_2
1;72.0;-2;1;49.66941598393456;1.0;0.0;1.0;1.0;1.0;PM
1;73.0;1;1;56.64928513012279;1.0;0.0;1.0;1.0;1.0;Minor_1
1;73.0;-2;1;68.1617425587892;1.0;0.0;1.0;1.0;1.0;PM
1;74.0;-2;1;42.97470257762333;1.0;0.0;1.0;1.0;1.0;PM
1;74.0;1;1;69.04214657366953;1.0;0.0;1.0;1.0;1.0;Minor_1
1;75.0;1;1;60.16801674637165;1.0;0.0;1.0;1.0;1.0;Minor_1
1;75.0;-2;1;42.40568470351328;1.0;0.0;1.0;1.0;1.0;PM
1;76.0;-2;1;37.50785680134398;1.0;0.0;1.0;1.0;1.0;PM
1;76.0;2;1;57.09613913781831;1.0;0.0;1.0;1.0;1.0;Minor_2
1;77.0;-2;1;42.71307106446063;1.0;0.0;1.0;1.0;1.0;PM
1;77.0;1;1;65.74076170349429;1.0;0.0;1.0;1.0;1.0;Minor_1
1;78.0;-2;1;52.159499171664926;1.0;0.0;1.0;1.0;1.0;PM
1;78.0;1;1;60.68886060933084;1.0;0.0;1.0;1.0;1.0;Minor_1
1;79.0;2;1;45.513441295319595;1.0;0.0;1.0;1.0;1.0;Minor_2
1;79.0;-2;1;49.16889341956919;1.0;0.0;1.0;1.0;1.0;PM
1;80.0;1;1;37.98478337537286;1.0;0.0;1.0;1.0;1.0;Minor_1
1;80.0;-2;1;63.88268662260697;1.0;0.0;1.0;1.0;1.0;PM
1;81.0;-2;1;63.37631548733177;1.0;0.0;1.0;1.0;1.0;PM
1;81.0;2;1;34.215842286484644;1.0;0.0;1.0;1.0;1.0;Minor_2
1;82.0;2;1;64.27446132785934;1.0;0.0;1.0;1.0;1.0;Minor_2
1;82.0;-2;1;39.8377876490674;1.0;0.0;1.0;1.0;1.0;PM
1;83.0;-2;1;44.036210959114555;1.0;0.0;1.0;1.0;1.0;PM
1;83.0;1;1;62.11633835476371;1.0;0.0;1.0;1.0;1.0;Minor_1
1;84.0;2;1;44.53472888346414;1.0;0.0;1.0;1.0;1.0;Minor_2
1;84.0;-2;1;37.92182316975288;1.0;0.0;1.0;1.0;1.0;PM
1;85.0;-2;1;45.87111224710901;1.0;0.0;1.0;1.0;1.0;PM
1;85.0;2;1;40.57906502842812;1.0;0.0;1.0;1.0;1.0;Minor_2
1;86.0;1;1;67.54584637714194;1.0;0.0;1.0;1.0;1.0;Minor_1
1;86.0;-2;1;38.02233145653273;1.0;0.0;1.0;1.0;1.0;PM
1;87.0;-2;1;42.954043828737326;1.0;0.0;1.0;1.0;1.0;PM
1;87.0;1;1;50.10843684193431;1.0;0.0;1.0;1.0;1.0;Minor_1
1;88.0;3;1;82.56340456219257;1.0;0.0;1.0;1.0;1.0;Minor_3 (combo 1&2)
1;88.0;-2;1;34.921669258197745;1.0;0.0;1.0;1.0;1.0;PM
1;89.0;2;1;39.806486495464796;1.0;0.0;1.0;1.0;1.0;Minor_2
1;89.0;-2;1;69.69671227136345;1.0;0.0;1.0;1.0;1.0;PM
1;90.0;-2;1;38.116252702100574;1.0;0.0;1.0;1.0;1.0;PM
1;90.0;2;1;37.63164608239539;1.0;0.0;1.0;1.0;1.0;Minor_2
1;91.0;3;1;78.1616199422883;1.0;0.0;1.0;1.0;1.0;Minor_3 (combo 1&2)
1;91.0;-2;1;40.191336315750355;1.0;0.0;1.0;1.0;1.0;PM
1;92.0;-2;1;37.60710780961271;1.0;0.0;1.0;1.0;1.0;PM
1;92.0;3;1;138.53817583172696;1.0;0.0;1.0;1.0;1.0;Minor_3 (combo 1&2)
1;93.0;2;1;41.914177349832194;1.0;0.0;1.0;1.0;1.0;Minor_2
1;93.0;-2;1;46.441286665258644;1.0;0.0;1.0;1.0;1.0;PM
1;94.0;-2;1;31.748062436398325;1.0;0.0;1.0;1.0;1.0;PM
1;94.0;2;1;25.433601142263836;1.0;0.0;1.0;1.0;1.0;Minor_2
1;95.0;2;1;32.20142263968344;1.0;0.0;1.0;1.0;1.0;Minor_2
1;95.0;-2;1;37.023841226845164;1.0;0.0;1.0;1.0;1.0;PM
1;96.0;-2;1;78.11491174199902;1.0;0.0;1.0;1.0;1.0;PM
1;96.0;1;1;54.182855004725;1.0;0.0;1.0;1.0;1.0;Minor_1
1;97.0;2;1;36.43048225735422;1.0;0.0;1.0;1.0;1.0;Minor_2
1;97.0;-2;1;38.47871488963047;1.0;0.0;1.0;1.0;1.0;PM
1;98.0;-2;1;45.34136987745961;1.0;0.0;1.0;1.0;1.0;PM
1;98.0;2;1;37.620795566682595;1.0;0.0;1.0;1.0;1.0;Minor_2
1;99.0;1;1;45.72527249523466;1.0;0.0;1.0;1.0;1.0;Minor_1
1;99.0;-2;1;57.92619709470704;1.0;0.0;1.0;1.0;1.0;PM
1;100.0;-2;1;52.66210306961419;1.0;0.0;1.0;1.0;1.0;PM
1;100.0;2;1;34.77542939983783;1.0;0.0;1.0;1.0;1.0;Minor_2
1;101.0;2;1;64.65550730462975;1.0;0.0;1.0;1.0;1.0;Minor_2
1;101.0;-2;1;100.18182443277831;1.0;0.0;1.0;1.0;1.0;PM
1;102.0;-2;1;30.090715433261533;1.0;0.0;1.0;1.0;1.0;PM
1;102.0;1;1;61.4182907797111;1.0;0.0;1.0;1.0;1.0;Minor_1
1;103.0;2;1;36.361953208759445;1.0;0.0;1.0;1.0;1.0;Minor_2
1;103.0;-2;1;37.53663558064765;1.0;0.0;1.0;1.0;1.0;PM
1;104.0;-2;1;41.98411385351443;1.0;0.0;1.0;1.0;1.0;PM
1;104.0;1;1;48.97957369762222;1.0;0.0;1.0;1.0;1.0;Minor_1
1;105.0;2;1;42.38026221260725;1.0;0.0;1.0;1.0;1.0;Minor_2
1;105.0;-2;1;46.23740796579234;1.0;0.0;1.0;1.0;1.0;PM
1;106.0;-2;1;33.26266951791913;1.0;0.0;1.0;1.0;1.0;PM
1;106.0;2;1;33.12489781789068;1.0;0.0;1.0;1.0;1.0;Minor_2
1;107.0;2;1;62.37814956283296;1.0;0.0;1.0;1.0;1.0;Minor_2
1;107.0;-2;1;37.614280336671264;1.0;0.0;1.0;1.0;1.0;PM
1;108.0;-2;1;39.291505879978985;1.0;0.0;1.0;1.0;1.0;PM
1;108.0;2;1;26.48178201775799;1.0;0.0;1.0;1.0;1.0;Minor_2
1;109.0;1;1;72.58145497458005;1.0;0.0;1.0;1.0;1.0;Minor_1
1;109.0;-2;1;64.00213755050243;1.0;0.0;1.0;1.0;1.0;PM
1;110.0;-2;1;64.88227223484544;1.0;0.0;1.0;1.0;1.0;PM
1;110.0;2;1;48.7051860170852;1.0;0.0;1.0;1.0;1.0;Minor_2
1;111.0;1;1;55.206619092184724;1.0;0.0;1.0;1.0;1.0;Minor_1
1;111.0;-2;1;40.610124597203054;1.0;0.0;1.0;1.0;1.0;PM
1;112.0;-2;1;47.763153712290986;1.0;0.0;1.0;1.0;1.0;PM
1;112.0;1;1;61.681781382695156;1.0;0.0;1.0;1.0;1.0;Minor_1
1;113.0;2;1;71.77177008396595;1.0;0.0;1.0;1.0;1.0;Minor_2
1;113.0;-2;1;86.98942885410091;1.0;0.0;1.0;1.0;1.0;PM
1;114.0;-2;1;46.19098475405617;1.0;0.0;1.0;1.0;1.0;PM
1;114.0;2;1;54.107422854566465;1.0;0.0;1.0;1.0;1.0;Minor_2
1;115.0;2;1;44.0603200578483;1.0;0.0;1.0;1.0;1.0;Minor_2
1;115.0;-2;1;39.20848086460914;1.0;0.0;1.0;1.0;1.0;PM
1;116.0;-2;1;42.47381519409912;1.0;0.0;1.0;1.0;1.0;PM
1;116.0;2;1;47.79914617289327;1.0;0.0;1.0;1.0;1.0;Minor_2
1;117.0;2;1;33.83006864025363;1.0;0.0;1.0;1.0;1.0;Minor_2
1;117.0;-2;1;45.539616850499215;1.0;0.0;1.0;1.0;1.0;PM
1;118.0;-2;1;42.28289111874119;1.0;0.0;1.0;1.0;1.0;PM
1;118.0;1;1;66.42751919827869;1.0;0.0;1.0;1.0;1.0;Minor_1
1;119.0;1;1;69.19707881980301;1.0;0.0;1.0;1.0;1.0;Minor_1
1;119.0;-2;1;37.063692644046874;1.0;0.0;1.0;1.0;1.0;PM
1;120.0;-2;1;54.18362067389738;1.0;0.0;1.0;1.0;1.0;PM
1;120.0;2;1;65.7991607041931;1.0;0.0;1.0;1.0;1.0;Minor_2
1;121.0;2;1;39.40980850514299;1.0;0.0;1.0;1.0;1.0;Minor_2
1;121.0;-2;1;42.204549292460314;1.0;0.0;1.0;1.0;1.0;PM
1;122.0;-2;1;35.280060630132645;1.0;0.0;1.0;1.0;1.0;PM
1;122.0;2;1;48.91953418731727;1.0;0.0;1.0;1.0;1.0;Minor_2
1;123.0;1;1;80.16383576650824;1.0;0.0;1.0;1.0;1.0;Minor_1
1;123.0;-2;1;37.238168725671464;1.0;0.0;1.0;1.0;1.0;PM
1;124.0;-2;1;50.8068323523179;1.0;0.0;1.0;1.0;1.0;PM
1;124.0;1;1;65.90277847773677;1.0;0.0;1.0;1.0;1.0;Minor_1
1;125.0;2;1;54.11205639897985;1.0;0.0;1.0;1.0;1.0;Minor_2
1;125.0;-2;1;41.928283747568926;1.0;0.0;1.0;1.0;1.0;PM
1;126.0;2;1;34.71846905262691;1.0;0.0;1.0;1.0;1.0;Minor_2
1;126.0;-2;1;47.041383289722134;1.0;0.0;1.0;1.0;1.0;PM
1;127.0;-2;1;48.338579940648955;1.0;0.0;1.0;1.0;1.0;PM
1;127.0;3;1;100.55165629799023;1.0;0.0;1.0;1.0;1.0;Minor_3 (combo 1&2)
1;128.0;2;1;39.73254518938643;1.0;0.0;1.0;1.0;1.0;Minor_2
1;128.0;-2;1;31.68101548113154;1.0;0.0;1.0;1.0;1.0;PM
1;129.0;1;1;81.87741060429137;1.0;0.0;1.0;1.0;1.0;Minor_1
1;129.0;-2;1;44.10190526492607;1.0;0.0;1.0;1.0;1.0;PM
1;130.0;-2;1;41.86663770717851;1.0;0.0;1.0;1.0;1.0;PM
1;130.0;3;1;113.44450749631434;1.0;0.0;1.0;1.0;1.0;Minor_3 (combo 1&2)
1;131.0;1;1;92.45954326591814;1.0;0.0;1.0;1.0;1.0;Minor_1
1;131.0;-2;1;37.796565614404486;1.0;0.0;1.0;1.0;1.0;PM
1;132.0;2;1;32.51944955474083;1.0;0.0;1.0;1.0;1.0;Minor_2
1;132.0;-2;1;74.78900975170438;1.0;0.0;1.0;1.0;1.0;PM
1;133.0;-2;1;37.3905409631965;1.0;0.0;1.0;1.0;1.0;PM
1;133.0;2;1;49.96280068871859;1.0;0.0;1.0;1.0;1.0;Minor_2
1;134.0;1;1;47.52677101585692;1.0;0.0;1.0;1.0;1.0;Minor_1
1;134.0;-2;1;70.41315857410703;1.0;0.0;1.0;1.0;1.0;PM
1;135.0;-2;1;50.86055653068479;1.0;0.0;1.0;1.0;1.0;PM
1;135.0;2;1;44.341074543790526;1.0;0.0;1.0;1.0;1.0;Minor_2
1;136.0;2;1;73.80150683521899;1.0;0.0;1.0;1.0;1.0;Minor_2
1;136.0;-2;1;45.80636344902337;1.0;0.0;1.0;1.0;1.0;PM
1;137.0;-2;1;35.763424495121676;1.0;0.0;1.0;1.0;1.0;PM
1;137.0;2;1;34.08784760191591;1.0;0.0;1.0;1.0;1.0;Minor_2
1;138.0;1;1;38.99161016457399;1.0;0.0;1.0;1.0;1.0;Minor_1
1;138.0;-2;1;38.4852084106314;1.0;0.0;1.0;1.0;1.0;PM
1;139.0;-2;1;51.68214293649294;1.0;0.0;1.0;1.0;1.0;PM
1;139.0;2;1;33.55618128399631;1.0;0.0;1.0;1.0;1.0;Minor_2
1;140.0;2;1;40.44625032821344;1.0;0.0;1.0;1.0;1.0;Minor_2
1;140.0;-2;1;34.32401404058779;1.0;0.0;1.0;1.0;1.0;PM
1;141.0;-2;1;73.07899529011715;1.0;0.0;1.0;1.0;1.0;PM
1;141.0;2;1;35.35858111903689;1.0;0.0;1.0;1.0;1.0;Minor_2
1;142.0;2;1;40.43922359012616;1.0;0.0;1.0;1.0;1.0;Minor_2
1;142.0;-2;1;33.49652012960347;1.0;0.0;1.0;1.0;1.0;PM
1;143.0;-2;1;45.73509854494251;1.0;0.0;1.0;1.0;1.0;PM
1;143.0;1;1;60.438902133656626;1.0;0.0;1.0;1.0;1.0;Minor_1
1;144.0;2;1;52.7618493163451;1.0;0.0;1.0;1.0;1.0;Minor_2
1;144.0;-2;1;70.21144527505601;1.0;0.0;1.0;1.0;1.0;PM
1;145.0;-2;1;38.64614752605195;1.0;0.0;1.0;1.0;1.0;PM
1;145.0;2;1;44.34464417058874;1.0;0.0;1.0;1.0;1.0;Minor_2
1;146.0;1;1;62.969060724883825;1.0;0.0;1.0;1.0;1.0;Minor_1
1;146.0;-2;1;57.88936932415274;1.0;0.0;1.0;1.0;1.0;PM
1;147.0;-2;1;35.70732581092765;1.0;0.0;1.0;1.0;1.0;PM
1;147.0;3;1;108.40612976238751;1.0;0.0;1.0;1.0;1.0;Minor_3 (combo 1&2)
1;148.0;2;1;52.34849100518487;1.0;0.0;1.0;1.0;1.0;Minor_2
1;148.0;-2;1;51.29324301171508;1.0;0.0;1.0;1.0;1.0;PM
1;149.0;-2;1;43.05813229092017;1.0;0.0;1.0;1.0;1.0;PM
1;149.0;2;1;30.339246131378747;1.0;0.0;1.0;1.0;1.0;Minor_2
1;150.0;1;1;62.5908540730481;1.0;0.0;1.0;1.0;1.0;Minor_1
1;150.0;-2;1;33.85862040719643;1.0;0.0;1.0;1.0;1.0;PM
1;151.0;3;1;81.9028160657331;1.0;0.0;1.0;1.0;1.0;Minor_3 (combo 1&2)
1;151.0;-2;1;59.05745149062707;1.0;0.0;1.0;1.0;1.0;PM
1;152.0;-2;1;38.63901111594171;1.0;0.0;1.0;1.0;1.0;PM
1;152.0;2;1;34.459004866119194;1.0;0.0;1.0;1.0;1.0;Minor_2
1;153.0;2;1;44.550712488052866;1.0;0.0;1.0;1.0;1.0;Minor_2
1;153.0;-2;1;78.44301890682821;1.0;0.0;1.0;1.0;1.0;PM
1;154.0;-2;1;32.09069675001073;1.0;0.0;1.0;1.0;1.0;PM
1;154.0;2;1;41.69114795444364;1.0;0.0;1.0;1.0;1.0;Minor_2
1;155.0;2;1;31.59897029571912;1.0;0.0;1.0;1.0;1.0;Minor_2
1;155.0;-2;1;47.177316566661425;1.0;0.0;1.0;1.0;1.0;PM
1;156.0;2;1;48.39515633090217;1.0;0.0;1.0;1.0;1.0;Minor_2
1;156.0;-2;1;50.44135022682281;1.0;0.0;1.0;1.0;1.0;PM
1;157.0;3;1;72.5374915896283;1.0;0.0;1.0;1.0;1.0;Minor_3 (combo 1&2)
1;157.0;-2;1;52.74818090790166;1.0;0.0;1.0;1.0;1.0;PM
1;158.0;-2;1;70.88837430356972;1.0;0.0;1.0;1.0;1.0;PM
1;158.0;1;1;42.651566117552285;1.0;0.0;1.0;1.0;1.0;Minor_1
1;159.0;1;1;52.934659772907786;1.0;0.0;1.0;1.0;1.0;Minor_1
1;159.0;-2;1;37.87549197927909;1.0;0.0;1.0;1.0;1.0;PM
1;160.0;-2;1;67.61871128988052;1.0;0.0;1.0;1.0;1.0;PM
1;160.0;2;1;38.38397852936423;1.0;0.0;1.0;1.0;1.0;Minor_2
